"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no","abund_value","abund_unit","collection_name","collection_subset","collection_aka","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","formation","stratgroup","member","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","primary_reference","created","modified","updated","time_bins","time_contain","time_major","time_buffer","time_overlap"
"721166","occ","","","77382","Gisortia gigantea","species","114128","","Gisortia gigantea","species","114125","Lutetian","","48.07","41.03","26174","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Loc. 1 (Tiyon Formation)","","","67.787498","26.141666","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Chat Nai, SWS of Sehwan, on Kotri-Dadu Railway, 32 mi. from Sehwan via Jhangara, Sind, Pakistan LAT/LONG: estimate stated in text.","gplates","501","mid","68.49","5.43","Tiyon","","","Tiyon","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the Tiyon Fm, which gradationally overlies the Laki Fm (Ypresian) and is gradationally overlain by the Kirthar Fm (Late Middle Eocene-Early Miocene). THICKNESS: 439 ft thick in total. AGE: Early Eocene-early Middle Eocene (Hunting Survey Corporation). Iqbal suggests that the age is not as old as Early Eocene, but is Middle Eocene. A Lutetian age is assigned by the enterer. STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Shale, with subordinate marl and limestone. Shale is greenish grey, brown, yellowish grey, soft, crumbling, calcareous, gypsiferous, and fossiliferous. LITHIFICATION: Poorly-lithified on the basis of facies description.","""shale""","poorly lithified","calcareous","","","","coastal indet.","M. W. A. Iqbal. 1973. Biostratigraphy of the Tiyon Formation (Middle Eocene) of Sind, Pakistan. Records of the Geological Survey of Pakistan 22:1-40","2008-01-10 15:34:14","2008-01-10 17:34:14","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"721167","occ","","","77376","Gisortia gigantea","species","114128","","Gisortia gigantea","species","114125","Lutetian","","48.07","41.03","26174","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Loc. 9 (Tiyon Formation)","","","67.900002","25.308332","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Chuhar Pass, Thano Bula Khan, 30 mi. WSW of Kotri on Thano Bula Khan-Kotri Road, Sind, Pakistan LAT/LONG: estimate stated in text.","gplates","501","mid","68.34","4.60","Tiyon","","","Tiyon","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the Tiyon Fm, which gradationally overlies the Laki Fm (Ypresian) and is gradationally overlain by the Kirthar Fm (Late Middle Eocene-Early Miocene). THICKNESS: 439 ft thick in total. AGE: Early Eocene-early Middle Eocene (Hunting Survey Corporation). Iqbal suggests that the age is not as old as Early Eocene, but is Middle Eocene. A Lutetian age is assigned by the enterer. STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Shale, with subordinate marl and limestone. Shale is greenish grey, brown, yellowish grey, soft, crumbling, calcareous, gypsiferous, and fossiliferous. LITHIFICATION: Poorly-lithified on the basis of facies description.","""shale""","poorly lithified","calcareous","","","","coastal indet.","M. W. A. Iqbal. 1973. Biostratigraphy of the Tiyon Formation (Middle Eocene) of Sind, Pakistan. Records of the Geological Survey of Pakistan 22:1-40","2008-01-10 15:34:17","2008-01-10 17:34:17","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"721768","occ","","","77450","Cypraea (Erosaria) sindiensis","species","113710","","Cypraea (Erosaria) sindiensis","species","113710","Early Oligocene","","33.9","27.3","26212","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Loc. 2 - Chat Nai (Nari Fm)","","","66.787498","26.141666","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Chat Nai, situated SSW of Sehwan, on Karachi-Kotri-Dadu-Quetta Railway, at a distance of about 51 km via Jhangera, Kirthar Province, lower Indus Basin, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","68.22","11.92","Nari","","","Nari","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Nari Fm, which unconformably overlies the Kirthar Fm (Lutetian), and is conformably overlain by the Gaj Fm (Burdigalian). THICKNESS: Ranges between 768-1846 m. AGE:  On the basis of faunal evidence, the Nari Fm is considered to be Late Oligocene-Early Miocene in age (Khan 1968, Hunting Survey Corporation, 1960). Iqbal (1980) is inconsistent, however, and figures the formation as ranging from Rupelian-Aquitanian. As collection is described from the lower Nari, and to be consistent with Vredenburg, a Rupelian age is assigned. STRATIGRAPHIC POSITION: Bed within lower Nari Fm.","SPECIFIC LITHOLOGY: Sandstone, with subordinate shale, limestone and occasionally conglomerate. Sandstone is grey, greenish-grey, brown or white, medium-coarsely-grained, or gritty, thick-bedded to massive, ferruginous coatings, sandstone is calcareous, hard, but in places soft and crumbly, crossbedding and ripple marks are common.  LITHIFICATION:","sandstone","poorly lithified","calcareous","","","","coastal indet.","M. W. A. Iqbal. 1980. Oligo-Miocene bivalves and gastropods from Kirthar Province, lower Indus Basin, Pakistan. Records of the Geological Society of Pakistan 51:1-59","2008-01-12 18:55:24","2011-06-26 14:49:20","","Rupelian","Rupelian","Rupelian","Rupelian","Rupelian"
"721867","occ","","","77477","Calliostocypraea (Miolyncina) prunum","species","114873","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Burdigalian","","20.45","15.98","26213","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Minihagalkanda [Jaffna Limestone]","77650","","81.583336","6.400000","LK","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Minihagalkanda, SE coast, Sri Lanka. LAT/LONG: estimated based on Minihagalkanda, Sri Lanka.","gplates","502","mid","79.51","-3.92","Jaffna Limestone","","","Jaffna Limestone","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Jaffna Limestone, which unconformably overlies Precambrian basement, and is unconformably overlain by recent sand dunes and coral reefs, and Quaternary red earth. AGE: late Early Miocene (Burdigalian) on the basis of foraminifera.  STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Hard, partly crystalline, compact, indistinctly bedded creamy coloured rock. Massive in parts but some layers are richly fossiliferous. LITHIFICATION: Lithified, based on facies description.","""limestone""","lithified","","","","","shallow subtidal indet.","P. G. Cooray. 1984. An Introduction to the Geology of Sri Lanka (Ceylon)","2008-01-13 17:20:52","2025-03-24 06:02:10","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"721868","occ","","","77475","Calliostocypraea (Miolyncina) prunum","species","114873","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Burdigalian","","20.45","15.98","26213","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Keerimalai [Jaffna Limestone]","","","80.000000","9.816667","LK","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Keerimalai, Jaffna Peninsula, Sri Lanka. LAT/LONG: estimated based on Keerimalai, Sri Lanka.","gplates","502","mid","78.28","-0.36","Jaffna Limestone","","","Jaffna Limestone","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Jaffna Limestone, which unconformably overlies Precambrian basement, and is unconformably overlain by recent sand dunes and coral reefs, and Quaternary red earth. AGE: late Early Miocene (Burdigalian) on the basis of foraminifera.  STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Hard, partly crystalline, compact, indistinctly bedded creamy coloured rock. Massive in parts but some layers are richly fossiliferous. LITHIFICATION: Lithified, based on facies description.","""limestone""","lithified","","","","","shallow subtidal indet.","P. G. Cooray. 1984. An Introduction to the Geology of Sri Lanka (Ceylon)","2008-01-13 17:20:54","2025-03-24 06:02:26","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"721870","occ","","","77477","Cypraea (Lyncina) jenkinsi","species","343963","recombined as","Luria (Basilitrona) jenkinsi","species","343962","Burdigalian","","20.45","15.98","26213","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Minihagalkanda [Jaffna Limestone]","77650","","81.583336","6.400000","LK","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Minihagalkanda, SE coast, Sri Lanka. LAT/LONG: estimated based on Minihagalkanda, Sri Lanka.","gplates","502","mid","79.51","-3.92","Jaffna Limestone","","","Jaffna Limestone","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Jaffna Limestone, which unconformably overlies Precambrian basement, and is unconformably overlain by recent sand dunes and coral reefs, and Quaternary red earth. AGE: late Early Miocene (Burdigalian) on the basis of foraminifera.  STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Hard, partly crystalline, compact, indistinctly bedded creamy coloured rock. Massive in parts but some layers are richly fossiliferous. LITHIFICATION: Lithified, based on facies description.","""limestone""","lithified","","","","","shallow subtidal indet.","P. G. Cooray. 1984. An Introduction to the Geology of Sri Lanka (Ceylon)","2008-01-13 17:20:57","2025-03-24 06:02:10","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"722562","occ","","","77527","Cypraea sp.","genus","9724","","Cypraea","genus","9724","Pliocene","","5.333","2.58","26226","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cypraea","9724","","","","Alexandria Formation (Engelbreicht et al. 1962)","","","25.616667","-33.966667","ZA","","","based on nearby landmark","seconds","local area","SPECIFIC LOCATION: From exposures between Port Elizabeth and Alexandria, Eastern Cape Province, South Africa. LAT/LONG: estimated based on Port Elizabeth, South Africa.","gplates","701","mid","25.29","-35.07","Alexandria","","","Alexandria","","","formation","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Alexandria Formation, which unconformably overlies Late Cretaceous Sundays River Fm in places, and is overlain by eolian calcarenites. AGE: Much discussed, although not clearly in text, to range from Miocene to Pleistocene, but also possible Eocene (see Haughton pers. comm., cited in text). Assigned here to a Pliocene age, based on more recent publications (King, 1972). STRATIGRAPHIC POSITION: A composite list representing the entire formation.","SPECIFIC LITHOLOGY: Compact, gritty limestones and calcareous sandstones containing abundant, mainly fragmented shells. LITHIFICATION: Poorly lithified, based on facies description, which is distinguished from ""ccompact crystalline"" and ""porous, loosely-cemented"" adjacent descriptions.","""limestone""","poorly lithified","calcareous","sandstone","lithified","calcareous","coastal indet.","A. Ruddock. 1966. The Tertiary limestone of the southern coastal regions of Cape Province, South Africa. Sedimentary Basins of the African Coasts","2008-01-14 18:23:39","2025-03-24 05:59:05","","Zanclean","-","Zanclean","Zanclean, Piacenzian","Zanclean, Piacenzian"
"722565","occ","","","77527","Lyncina cf. carneola","species","91941","","Lyncina carneola","species","60026","Pliocene","","5.333","2.58","26226","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Lyncina","115692","","","","Alexandria Formation (Engelbreicht et al. 1962)","","","25.616667","-33.966667","ZA","","","based on nearby landmark","seconds","local area","SPECIFIC LOCATION: From exposures between Port Elizabeth and Alexandria, Eastern Cape Province, South Africa. LAT/LONG: estimated based on Port Elizabeth, South Africa.","gplates","701","mid","25.29","-35.07","Alexandria","","","Alexandria","","","formation","","","","","","","","","","STRATIGRAPHIC RELATIONS: From Alexandria Formation, which unconformably overlies Late Cretaceous Sundays River Fm in places, and is overlain by eolian calcarenites. AGE: Much discussed, although not clearly in text, to range from Miocene to Pleistocene, but also possible Eocene (see Haughton pers. comm., cited in text). Assigned here to a Pliocene age, based on more recent publications (King, 1972). STRATIGRAPHIC POSITION: A composite list representing the entire formation.","SPECIFIC LITHOLOGY: Compact, gritty limestones and calcareous sandstones containing abundant, mainly fragmented shells. LITHIFICATION: Poorly lithified, based on facies description, which is distinguished from ""ccompact crystalline"" and ""porous, loosely-cemented"" adjacent descriptions.","""limestone""","poorly lithified","calcareous","sandstone","lithified","calcareous","coastal indet.","A. Ruddock. 1966. The Tertiary limestone of the southern coastal regions of Cape Province, South Africa. Sedimentary Basins of the African Coasts","2008-01-14 18:23:40","2025-03-24 05:59:05","","Zanclean","-","Zanclean","Zanclean, Piacenzian","Zanclean, Piacenzian"
"722937","occ","","","77629","Zonaria dertamygdaloides","species","114848","","Zonaria dertamygdaloides","species","114846","Early Miocene","","23.04","15.98","26214","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","Kleinebersdorf [Karpatium]","","","16.400000","48.500000","AT","","","based on nearby landmark","seconds","local area","SPECIFIC LOCATION: Kleinebersdorf, Korneuburger Basin, Austria LAT/LONG: estimated based on Kleinebersdorf, Austria.","gplates","305","mid","18.56","44.52","","","","","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From unknown lithostratigraphic unit based on english portion of text.. AGE: Karpatium stage, Early Miocene on the basis of biostratigraphic data from multiple taxonomic groups, including mollusca. STRATIGRAPHIC POSITION: From unknown position within unit based on english portion of text.","SPECIFIC LITHOLOGY: Siliciclastic. Otherwise unknown, based on english portion of text. LITHIFICATION: Unlithified, based on figured specimens.","""siliciclastic""","unlithified","","","","","coastal indet.","M. Harzhauser. 2002. Marine und brachyhaline Gastropoden aus dem Karpatium des Korneubuger Beckens und der Kreuzstettener Bucht (Österreich, Untermiozän). Beiträge zur Paläontologie 27:61-159","2008-01-15 23:27:46","2025-03-24 05:53:40","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"722972","occ","","","77627","Zonaria dertamygdaloides","species","114848","","Zonaria dertamygdaloides","species","114846","Early Miocene","","23.04","15.98","26214","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","Karnabrunn [Karpatium]","","","16.366667","48.450001","AT","","","based on nearby landmark","seconds","local area","SPECIFIC LOCATION: Karnabrunn, Korneuburger Basin, Austria LAT/LONG: estimated based on Karnabrunn, Austria.","gplates","305","mid","18.53","44.48","","","","","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From unknown lithostratigraphic unit based on english portion of text.. AGE: Karpatium stage, Early Miocene on the basis of biostratigraphic data from multiple taxonomic groups, including mollusca. STRATIGRAPHIC POSITION: From unknown position within unit based on english portion of text.","SPECIFIC LITHOLOGY: Siliciclastic. Otherwise unknown, based on english portion of text. LITHIFICATION: Unlithified, based on figured specimens.","""siliciclastic""","unlithified","","","","","coastal indet.","M. Harzhauser. 2002. Marine und brachyhaline Gastropoden aus dem Karpatium des Korneubuger Beckens und der Kreuzstettener Bucht (Österreich, Untermiozän). Beiträge zur Paläontologie 27:61-159","2008-01-15 23:40:12","2008-01-16 01:40:12","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
